code,foodName,details.description,details.group,details.previous,details.references,details.footnote,factors.edibleProportion,factors.specificGravity,factors.totalSolids,factors.nitrogenConversionFactor,factors.glycerolConversionFactor,proximates.WATER,proximates.TOTNIT,proximates.PROT,proximates.FAT,proximates.CHO,proximates.KCALS,proximates.KJ,proximates.STAR,proximates.OLIGO,proximates.TOTSUG,proximates.GLUC,proximates.GALACT,proximates.FRUCT,proximates.SUCR,proximates.MALT,proximates.LACT,proximates.ALCO,proximates.ENGFIB,proximates.AOACFIB,proximates.SATFAC,proximates.SATFOD,proximates.TOTn6PFAC,proximates.TOTn6PFOD,proximates.TOTn3PFAC,proximates.TOTn3PFOD,proximates.MONOFACc,proximates.MONOFODc,proximates.MONOFAC,proximates.MONOFOD,proximates.POLYFACc,proximates.POLYFODc,proximates.POLYFAC,proximates.POLYFOD,proximates.SATFACx6,proximates.SATFODx6,proximates.TOTBRFAC,proximates.TOTBRFOD,proximates.FACTRANS,proximates.FODTRANS,proximates.CHOL,inorganics.NA,inorganics.K,inorganics.CA,inorganics.MG,inorganics.P,inorganics.FE,inorganics.CU,inorganics.ZN,inorganics.CL,inorganics.MN,inorganics.SE,inorganics.I,inorganics.RET,inorganics.CAREQU,inorganics.RETEQU,inorganics.VITD,inorganics.VITE,inorganics.VITK1,inorganics.THIA,inorganics.RIBO,inorganics.NIAC,inorganics.TRYP60,inorganics.NIACEQU,inorganics.VITB6,inorganics.VITB12,inorganics.FOLT,inorganics.PANTO,inorganics.BIOT,inorganics.VITC,vitamin_fractions.ALTRET,vitamin_fractions.13CISRET,vitamin_fractions.DEHYRET,vitamin_fractions.RETALD,vitamin_fractions.ACAR,vitamin_fractions.BCAR,vitamin_fractions.CRYPT,vitamin_fractions.LUT,vitamin_fractions.LYCO,vitamin_fractions.25OHD3,vitamin_fractions.VITD3,vitamin_fractions.5METHF,vitamin_fractions.ATOPH,vitamin_fractions.BTOPH,vitamin_fractions.DTOPH,vitamin_fractions.GTOPH,vitamin_fractions.ATOTR,vitamin_fractions.GTOTR,SFA.FOD4,SFA.FOD6,SFA.FOD8_0,SFA.FOD10_0,SFA.FOD11_0xb,SFA.FOD12_0,SFA.FOD12_0xb,SFA.FOD13_0,SFA.FOD13_0xb,SFA.FOD14_0,SFA.FOD14_0xb,SFA.FOD15_0,SFA.FOD15_0xb,SFA.FOD16_0,SFA.FOD16_0xb,SFA.FOD17_0,SFA.FOD17_0xb,SFA.FOD18_0,SFA.FOD18_0xb,SFA.FOD19_0,SFA.FOD20_0,SFA.FOD20_0xb,SFA.FOD22_0,SFA.FOD22_0xb,SFA.FOD24_0,SFA.FOD24_0xb,SFA.FOD25_0xb,MUFA.FOD10_1,MUFA.FOD10_1c,MUFA.FOD12_1,MUFA.FOD12_1c,MUFA.FOD14_1,MUFA.FOD14_1c,MUFA.FOD15_1,MUFA.FOD15_1c,MUFA.FOD16_1,MUFA.FOD16_1c,MUFA.FOD17_1,MUFA.FOD17_1c,MUFA.FOD18_1,MUFA.FOD18_1c,MUFA.FOD18_1n9,MUFA.FOD18_1n7,MUFA.FOD20_1,MUFA.FOD20_1c,MUFA.FOD22_1,MUFA.FOD22_1c,MUFA.FOD22_1n11,MUFA.FOD22_1n9,MUFA.FOD24_1,MUFA.FOD24_1c,MUFA.MONOFODtr,PUFA.FOD16_2,PUFA.FOD16_2c,PUFA.FOD16_3,PUFA.FOD16_4,PUFA.FOD16_4c,PUFA.FOD16 poly,PUFA.FOD18_2,PUFA.FOD18_2cn6,PUFA.FOD18_3,PUFA.FOD18_3cn3,PUFA.FOD18_3cn6,PUFA.FOD18_4,PUFA.FOD18_4cn3,PUFA.FOD18 poly,PUFA.FOD20_2,PUFA.FOD20_2cn6,PUFA.FOD20_3,PUFA.FOD20_3cn6,PUFA.FOD20_4,PUFA.FOD20_4cn6,PUFA.FOD20_5,PUFA.FOD20_5cn3,PUFA.FOD20 poly,PUFA.FOD21_5,PUFA.FOD21_5cn3,PUFA.FOD22_2,PUFA.FOD22_2cn6,PUFA.FOD22_3cn6,PUFA.FOD22_4,PUFA.FOD22_4cn6,PUFA.FOD22_5,PUFA.FOD22_5cn3,PUFA.FOD22_6,PUFA.FOD22_6cn3,PUFA.FOD22 poly,PUFA.POLYFODtr,phytosterols.TotalPHYTO,phytosterols.OtherCHOLandPHYTO,phytosterols.PHYTO,phytosterols.BSITPHYTO,phytosterols.BRASPHYTO,phytosterols.CAMPHYTO,phytosterols.D5AVEN,phytosterols.D7AVEN,phytosterols.D7STIG,phytosterols.STIGPHYTO,organic_acids.CITA
12-313,"Milk, semi-skimmed, pasteurised, average","Average of summer/autumn and winter/spring milk. Samples from 11 areas, in glass bottles (50%), plastic containers (30%) and cartons (20%)",BAH,12-009 12-832 50-186 ,"Reviewed 2013. ADAS Laboratory Services, Nutrient analysis of pasteurised liquid milk, 1995-1996. Fatty acids as Fatty Acids Supplement 12-832",,1,1.03,,6.38,0.945,89.4,0.54,3.5,1.7,4.7,46,195,0,,4.7,0,0,0,0,0,4.7,0,0,0,,1.07,N,0.05,N,0.01,N,0.39,,0.4,N,0.04,,Tr,N,1.07,N,0.03,N,0.07,5.9,43,156,120,11,94,0.02,Tr,0.4,87,Tr,1,30,19,9,20,Tr,0.04,,0.03,0.24,0.1,0.6,0.7,0.06,0.9,9,0.68,3.0,2,,,,,,,,,,,,,,,,,,,0.06,0.04,0.02,0.05,,0.07,0.07,,,0.18,0.18,0.02,0.02,0.46,0.46,0.01,0.01,0.18,0.18,,0.00,0.00,0.00,0.00,0.00,0.00,,,Tr,,0.00,,0.02,,0.00,,0.02,,0.00,,0.34,0.34,Tr,,Tr,,0.00,0.00,0.00,,0.00,0.05,,,,,,,,0.03,,0.01,0.00,,0.00,,,,,0.00,,0.00,,0.00,,,,,,,,0.00,,Tr,,0.00,,0.02,,,0.2,0.0,0.1,0.0,0.0,,,0.0,
12-418,"Milk, semi-skimmed, pasteurised, summer and autumn",Samples taken in June and September,BAH,12-009 12-832 50-186 ,"Reviewed 2013. ADAS Laboratory Services, Nutrient analysis of pasteurised liquid milk, 1995-1996",,1,1.03,,6.38,0.945,89.5,0.55,3.5,1.7,4.5,46,194,0,0,4.5,0,0,0,0,0,4.5,0,0,0,63.07,1.01,,,,,,,26.53,0.43,,,5.16,0.08,,,,,5,0.08,6,43,152,118,11,93,0.02,Tr,0.4,85,Tr,Tr,20,15,7,16,Tr,0.05,,0.03,0.24,0.2,0.6,0.8,0.06,0.8,7,0.57,2.9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-419,"Milk, semi-skimmed, pasteurised, winter and spring",Samples taken in January and March,BAH,12-009 12-832 50-186 ,"Reviewed 2013. ADAS Laboratory Services, Nutrient analysis of pasteurised liquid milk, 1995-1996",,1,1.03,,6.38,0.945,89.5,0.54,3.4,1.7,4.9,47,196,0,,4.9,0,0,0,0,0,4.9,0,0,0,65.13,0.98,,,,,,,27.87,0.42,,,5.53,0.08,,,,,3.3,0.05,5.7,43,161,123,11,96,0.02,Tr,0.5,89,Tr,1,41,22,11,24,Tr,0.03,,0.03,0.24,0.1,0.7,0.8,0.06,0.9,11,0.80,3.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-314,"Milk, semi-skimmed, UHT","22 samples, average of winter and summer",BAH,12-011 40-130 50-188 ,"Reviewed 2013. Proximate data from LGC, Nutrient analysis of ‘other’ milk and cream, 1998; fats, inorganics and vitamins values as Milk Products and Eggs Supplement 12-011",,1,1.03,,6.38,0.945,90.9,0.5,3.3,1.6,4.9,46,194,0,0,4.9,0,0,0,0,0,4.9,0,0,0,,1.1,,,,,,,,0.4,,,,Tr,,,,,,0.1,7,50,150,110,11,90,0.17,Tr,0.4,100,Tr,1,31,20,11,22,Tr,0.03,,0.04,0.18,0.1,0.8,0.9,0.05,0.2,2,0.33,1.8,Tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-329,"Milk, sheeps, raw",30 samples from 2 herds and literature sources,BC,12-041 12-840 50-208  ,"Reviewed 2013. Milk Products and Eggs Supplement, 1989; and Fatty Acids Supplements 12-840",,1,,,6.38,0.945,83,0.85,5.4,5.8,5.1,93,388,0,,5.1,0,0,0,0,0,5.1,0,0,0,,3.58,5.2,0.29,1.1,0.06,22.3,1.22,,1.47,3.9,0.21,,0.34,65.4,3.58,0.3,0.01,6.9,0.38,12,44,120,170,18,150,0.03,0.10,0.7,82,Tr,N,N,83,Tr,83,0.2,0.11,,0.08,0.32,0.4,1.3,1.7,0.08,0.6,5,0.45,2.5,5,81,2,,,,,,,,,,,,,,,,,0.17,0.15,0.15,0.41,,0.22,,,,0.53,,0.09,,1.19,,0.04,,0.61,,,0.02,,0.01,,0.01,,,,0.00,,0.00,,0.00,,0.00,,0.06,,0.02,,1.12,1.04,0.08,,0.01,,0.01,0.00,0.01,,0.00,0.25,,,,,,,,0.15,,0.06,0.00,,0.00,,,,,0.00,,0.00,,0.00,,,,,,,,0.00,,0.00,,0.00,,0.13,,,,,,,,,,,
12-521,"Milk, skimmed, dried, fortified","20 samples, 7 brands",BAR,12-030 ,"Milk Products and Eggs Supplement, 1989; and industry data, 2013",,1,,,,,3,5.7,36.1,0.6,52.9,348,1482,0,,52.9,0,0,0,0,0,52.9,0,0,0,,0.4,,,,,,,,0.2,,,,Tr,,,,,,Tr,12,550,1590,1280,130,970,0.27,Tr,4.0,1070,Tr,11,150,550,5,551,1.5,0.01,,0.38,1.63,1.0,8.6,9.6,0.60,2.6,51,3.28,20.1,13,317,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-307,"Milk, skimmed, pasteurised, average","Average of summer and winter milk. Samples from 11 areas, in glass bottles (50%), plastic containers (30%) and cartons (20%)",BAE,12-002 12-831 50-182  ,"Reviewed 2013. ADAS Laboratory Services, Nutrient analysis of pasteurised liquid milk, 1995-1996; fatty acids as 12-831; Vitamin K1 Bolton-Smith et al. Br J Nutr 83 2000",,1,,,6.38,0.945,90.8,0.55,3.5,0.3,4.8,34,144,0,,4.8,0,0,0,0,0,4.8,0,0,0,,0.13,N,Tr,N,Tr,N,0.06,,0.06,N,0.01,,Tr,N,0.13,N,Tr,N,Tr,3.7,44,162,125,11,96,0.03,Tr,0.5,87,Tr,1,30,1,Tr,1,Tr,Tr,0.02,0.03,0.22,0.1,0.7,0.8,0.06,0.8,9,0.50,2.5,1,Tr,Tr,,,Tr,Tr,,Tr,Tr,,Tr,,0.00,Tr,Tr,Tr,,,0.01,Tr,Tr,0.01,,0.01,,,,0.02,,Tr,,0.06,,Tr,,0.03,,,0.00,,0.00,,0.00,,,,Tr,,0.00,,0.00,,0.00,,Tr,,0.00,,0.06,0.06,Tr,,Tr,,0.00,0.00,0.00,,0.00,0.00,,,,,,,,0.01,,Tr,0.00,,0.00,,,,,0.00,,0.00,,0.00,,,,,,,,0.00,,0.00,,0.00,,Tr,,,,,,,,,,,
12-308,"Milk, skimmed, pasteurised, summer","Average of glass bottles, plastic containers and cartons",BAE,12-002 84 12-831 50-182 ,"Reviewed 2013. ADAS Laboratory Services, Nutrient analysis of pasteurised liquid milk, 1996",,1,,,6.38,0.945,90.8,0.55,3.5,0.2,4.4,32,137,0,,4.4,0,0,0,0,0,4.4,0,0,N,,0.1,,,,,,0.06,,0.06,,0.01,,Tr,,,,,,,2.6,49,171,133,12,98,0.06,Tr,0.5,86,Tr,1,21,1,Tr,Tr,Tr,Tr,,0.03,0.21,0.1,0.6,0.8,0.06,0.8,3,0.55,2.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,
12-309,"Milk, skimmed, pasteurised, winter","Average of glass bottles, plastic containers and cartons",BAE,12-002 84 12-831 50-182 ,"Reviewed 2013. ADAS Laboratory Services, Nutrient analysis of pasteurised liquid milk, 1996",,1,,,6.38,0.945,90.7,0.55,3.5,0.2,4.2,32,134,0,,4.2,0,0,0,0,0,4.2,0,0,0,,0.1,,,,,,,,0.06,,,,Tr,,,,,,,4.1,42,163,124,11,99,0.01,Tr,0.5,84,Tr,1,31,1,Tr,1,Tr,Tr,,0.03,0.22,0.1,0.8,0.9,0.06,0.7,14,0.33,3.5,1,Tr,Tr,,,Tr,Tr,,Tr,Tr,,Tr,,0.00,Tr,Tr,Tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-554,"Milk, skimmed, UHT","22 samples, summer (June/Sep) and winter (Jan/Mar), unfortified and manufacturers' data",BAE,12-310 12-004 ,"Reviewed 2013. LGC, Nutrient analysis of ‘other’ milk and cream, 1998; and Milk Products and Eggs Supplement, 1989",,1,1.03,,6.38,0.945,91.3,0.53,3.4,0.1,4.9,33,140,0,0,4.9,0,0,0,0,0,4.9,0,0,0,,N,,,,,,,,N,,,,Tr,,,,,,Tr,2,40,148,102,10,92,Tr,0.01,0.3,102,Tr,2,25,Tr,Tr,Tr,Tr,0.02,,0.04,0.17,0.1,0.8,0.9,0.02,0.6,1,0.41,1.8,Tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-523,"Milk, soya, non-dairy alternative to milk, sweetened, fortified","10 samples, 9 brands",BC,12-330 ,"LGC, Nutrient analysis of 'other' milk and cream, 1998; and industry data, 2013. Fats calculated from 12-043 proportions and vitamins quoted as unsweetened soya milk. Vitamin K1 Bolton-Smith et al, Br J Nutr, 83, 2000",,1,1.03,,5.71,,90.1,0.55,3.1,2.4,2.5,43,182,0,0.3,2.2,0.3,0,1.2,0.7,0,0,0,0.2,0.5,,0.38,,,,,,,,0.51,,,,1.39,,,,,,Tr,0,56,119,130,18,89,0.31,0.09,0.3,3,0.22,4,1,0,Tr,Tr,0.8,0.32,0.69,0.06,0.20,0.1,0.7,0.8,0.03,0.4,9,Tr,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-524,"Milk, soya, non-dairy alternative to milk, unsweetened, fortified","10 samples, 8 brands",BC,12-331 ,"LGC 'Nutrient analysis of other milk and cream' 1998; Fats as Fatty Acids Supplement 12-841. Vitamin K1 Bolton-Smith et al, Br J Nutr, 83, 2000",,1,0.99,,5.71,,93,0.42,2.4,1.6,0.5,26,108,0,0.3,0.2,0,0,0,0.2,0,0,0,0.2,0.5,,0.24,53.83,0.81,7.95,0.12,21.7,0.33,,0.33,61.71,0.93,,1.1,15.78,0.24,0,0,0.12,Tr,0,Tr,74,120,15,48,0.43,0.09,0.3,3,0.25,4,1,Tr,Tr,Tr,0.8,0.32,1.71,0.06,0.20,0.1,0.7,0.8,0.03,0.4,14,Tr,1.0,0,Tr,Tr,,,Tr,Tr,,67,,,,,0.15,0.03,0.68,1.56,,,0.00,0.00,0.00,0.00,,0.00,,,,Tr,,0.00,,0.16,,0.00,,0.06,,,0.01,,0.01,,0.00,,,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.33,0.31,0.02,,0.00,,0.00,0.00,0.00,,0.00,Tr,,,,,,,,0.81,,0.12,0.00,,0.00,,,,,0.00,,0.00,,0.00,,,,,,,,0.00,,0.00,,0.00,,Tr,,,,,,,,,,,
12-596,"Milk, whole, pasteurised, average","Average of summer/autumn and winter/spring standardised milk. Analytical data, 1995-1996; and industry data",BAK,12-316 ,"ADAS, Nutrient analysis of pasteurised liquid milk, 1995-1996; fatty acids as 12-833 and industry data 2014",,1,,,6.38,,87.6,0.53,3.4,3.6,4.6,63,265,0,0,4.6,0,0,0,0,0,4.6,0,0,0,,2.29,,0.09,,0.02,,0.86,,0.96,,0.09,,0.09,,2.29,,0.06,,0.13,12,42,157,120,11,96,0.02,Tr,0.5,89,Tr,1,31,36,14,38,Tr,0.06,0.60,0.03,0.23,0.2,0.6,0.8,0.06,0.9,8,0.58,2.5,2,36,Tr,,,Tr,14,,,,,,,,,,,,,0.13,0.08,0.05,0.10,,0.14,0.14,,,0.38,0.38,0.04,0.04,0.98,0.98,0.02,0.02,0.38,0.38,,0.00,0.00,0.00,0.00,0.00,0.00,,,0.01,,0.00,,0.04,,0.00,,0.07,,0.01,,0.74,0.73,0.01,,0.02,,0.00,0.00,0.00,,0.00,0.10,,,,,,,,0.03,,0.01,0.00,,0.00,,,,,0.00,,0.00,,0.00,,,,,,,,0.00,,Tr,,0.00,,0.02,,,,,,,,,,,
12-598,"Milk, whole, pasteurised, summer and autumn",Standardised milk. Samples taken in June and September,BAK,12-317 ,"ADAS Laboratory Services, Nutrient analysis of pasteurised liquid milk, 1995-1996; and industry data, 2014",,1,,,6.38,,87.7,0.54,3.4,3.6,4.1,61,257,0,,4.1,0,0,0,0,0,4.1,0,0,0,,2.29,,0.09,,0.02,,0.86,,0.96,,0.09,,0.09,,2.29,,0.06,,0.13,12,45,160,123,12,95,0.02,Tr,0.5,90,Tr,1,20,46,22,50,Tr,0.08,,0.03,0.24,0.2,0.5,0.6,0.06,0.9,6,0.57,2.3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-597,"Milk, whole, pasteurised, winter and spring",Standardised milk. Samples taken in January and March,BAK,12-318 ,"ADAS Laboratory Services, Nutrient analysis of pasteurised liquid milk, 1995-1996; and industry data, 2014",,1,,,6.38,,87.5,0.52,3.3,3.6,5,64,270,0,0,5,0,,0,0,0,5,0,0,0,,2.29,,0.09,,0.02,,0.86,,0.96,,0.09,,0.09,,2.29,,0.06,,0.13,12,40,154,116,11,98,0.02,Tr,0.5,88,Tr,1,41,27,6,28,Tr,0.05,,0.03,0.22,0.2,0.7,0.9,0.07,0.8,9,0.60,2.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-320,"Milk, whole, UHT","22 samples, summer (Jun/Sep) and winter (Jan/Mar)",BAK,12-016 12-835 ,"Reviewed 2013. LGC, Nutrient analysis of ‘other’ milk and cream, 1998; and industry data, 2013. Inorganics and water soluble vitamins from Milk Products and Eggs Supplement (1989) 12-016. Fatty acids as 12-835",,1,1.03,,6.38,0.945,90.2,0.5,3.2,3.9,4.8,66,276,0,0,4.8,0,0,0,0,0,4.8,0,0,0,,2.36,1.89,0.07,0.97,0.04,25.1,0.93,,1.05,3.13,0.12,,0.1,64.06,2.36,2.37,0.09,4.03,0.15,14,55,140,110,11,87,0.23,0.01,0.4,93,Tr,1,31,54,31,59,0.0,0.08,,0.04,0.18,0.1,0.8,0.9,0.04,0.2,1,0.32,1.8,Tr,43,15,,,Tr,31,,Tr,,,,,0.08,Tr,Tr,Tr,,,0.15,0.09,0.05,0.10,,0.12,,,,0.37,,0.04,,0.98,,0.03,,0.43,,,0.01,,0.00,,0.00,,,,0.01,,0.00,,0.03,,0.00,,0.06,,0.01,,0.80,0.75,0.12,,0.01,,0.00,0.00,0.00,,0.00,0.12,,,,,,,,0.06,,0.02,0.00,,0.00,,,,,0.00,,0.00,,0.00,,,,,,,,0.00,,Tr,,0.00,,0.03,,,,,,,,,,,
12-327,"Milkshake, thick, takeaway","10 samples, 3 brands including chocolate, vanilla, and banana",BAR,12-103 12-893 50-1072 ,"Reviewed 2013. LGC, Nutrient analysis of 'other' milk and cream, 1998. Fatty acids as Fatty Acids Supplement (1998) 12-893",,1,1.09,,6.38,0.945,73.2,0.58,3.7,1.8,15.3,88,374,0.3,3.9,11.1,0.3,0,4.2,1.4,0.7,4.5,0,Tr,Tr,71.2,1.21,,0.04,,0.01,21.62,0.37,24.17,0.41,3.24,0.05,3.99,0.06,,,,0,3.3,0.06,10.9,57,171,129,13,120,Tr,Tr,0.1,111,Tr,2,37,35,11,37,Tr,0.10,,0.03,0.23,0.1,0.7,0.8,0.03,0.5,4,0.31,2.0,1,,,,,,,,,,,,,,,,,,,0.07,0.04,0.02,0.05,,0.06,,,,0.19,,0.02,,0.52,,0.01,,0.18,,,0.00,,0.00,,0.00,,,,0.00,,0.00,,0.02,,0.00,,0.03,,0.01,,0.31,0.30,0.04,,0.00,,0.00,0.00,0.00,,0.00,0.04,,,,,,,,0.03,,0.01,0.00,,0.00,,,,,0.00,,0.00,,Tr,,,,,,,,0.00,,Tr,,0.00,,0.01,,,,,,,,,,,
17-669,Milky Way and own brand equivalents,"16 samples, 3 brands, including standard and fun size",SEA,17-548 ,"DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2013",,1,,,6.38,,5.8,0.6,3.8,15.7,76.6,444,1872,6.9,,69.7,6.5,0,0.3,47.1,7.5,8.3,0,0.6,1,,7.73,,0.69,,0.05,,6.37,,6.43,,0.74,,0.74,,,,,,0.06,9.4,220,240,117,25,114,1.98,0.13,0.5,354,0.13,1,N,24,Tr,24,0.2,1.96,,0.18,0.21,0.4,1.0,1.4,0.03,Tr,5,0.56,1.7,0,22,3,,,Tr,Tr,Tr,Tr,Tr,,Tr,,1.75,Tr,Tr,2.05,,,0.09,0.06,0.04,0.08,,0.10,0.10,Tr,Tr,0.33,0.29,0.05,0.03,3.35,3.34,0.06,0.04,3.44,3.43,,0.11,0.11,0.05,0.05,0.02,0.02,Tr,0.01,0.01,Tr,Tr,Tr,Tr,Tr,Tr,0.05,0.05,Tr,Tr,6.28,6.23,6.13,0.14,0.02,0.02,Tr,Tr,Tr,Tr,Tr,Tr,0.05,,,,,,,0.71,0.69,0.04,0.04,Tr,Tr,Tr,,Tr,Tr,Tr,Tr,Tr,Tr,Tr,Tr,,,,Tr,Tr,,Tr,Tr,Tr,Tr,Tr,Tr,,Tr,,,,,,,,,,,
11-1092,"Mince pies, homemade, individual",Recipe,AP,11-591 ,Recalculated in 2014,,1,,,,,13.1,0.73,4.2,23.5,55.5,436,1829,26.4,,29,14.3,,14.1,0.3,0.3,Tr,,1.8,N,,N,,,,,,,,N,,,,N,,,,,,N,1.4,162,87,71,9,41,0.95,0.05,0.3,230,N,3,3,0,4,Tr,Tr,N,,0.06,0.01,0.7,0.8,1.5,0.07,Tr,6,0.21,1.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-848,"Mince pies, retail","10 samples, 8 products",AS,,"DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011",,1,,,5.7,0.956,18.5,0.68,3.8,14.9,60.7,377,1588,25.2,,35.5,16.6,0.5,11.9,3.4,2.7,0.4,0,1.7,2.6,41.9,5.97,12.48,1.79,3.04,0.44,40.6,5.7,41.17,5.78,15.6,2.23,15.6,2.23,41.66,5.92,0.24,0.05,0.6,0.08,11.9,101,211,66,16,65,1.20,Tr,0.3,140,0.36,2,N,25,16,28,Tr,2.06,,0.11,0.01,1.0,0.7,1.7,0.04,Tr,14,0.20,2.4,Tr,,,,,,16,,32,Tr,,,,,,,,,,0.02,0.06,0.05,0.07,,0.20,0.20,Tr,Tr,0.37,0.37,0.05,0.03,4.31,4.31,0.05,0.03,0.67,0.66,,0.05,0.05,0.02,0.02,0.01,0.01,Tr,0.01,0.01,Tr,Tr,0.02,0.02,Tr,Tr,0.07,0.07,Tr,Tr,5.62,5.54,5.34,0.26,0.09,0.09,0.03,0.03,Tr,0.02,0.01,0.01,0.08,,,,,,,1.80,1.78,0.43,0.43,Tr,Tr,Tr,,Tr,Tr,Tr,Tr,Tr,Tr,Tr,Tr,,,,Tr,Tr,,Tr,Tr,Tr,Tr,Tr,Tr,,Tr,,,,,,,,,,,
17-765,Mincemeat,10 samples of the same brand,SC,17-080 ,"Reviewed 2013. LGC, Nutritional composition of fruit products, 1985-1986",,1,,,6.25,,27.5,0.1,0.6,4.3,62.1,274,1163,Tr,,62.1,30.7,0,30.8,0.6,Tr,0,0,1.3,N,,N,,,,,,,,N,,,,N,,,,,,N,Tr,18,44,35,4,13,0.60,0.12,0.2,7,N,1,7,0,9,2,Tr,N,,0.04,0.02,0.4,0.1,0.5,0.10,Tr,8,0.03,Tr,Tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-852,"Mincemeat, vegetarian, homemade",Recipe,S,17-586 ,Updated 2014,,1,,,,,29.8,0.27,1.7,9.5,43.8,306,1285,1.4,,42.5,12.5,,10.8,15.8,3,0,4.2,1.4,N,,4.4,,,,,,,,3.05,,,,0.99,,,,,,Tr,0,60,336,62,21,37,1.90,0.24,0.2,N,0.14,N,N,0,487,81,0.0,N,,N,N,N,0.1,N,N,Tr,N,N,N,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-825,"Minibreads, toasted, retail","10 samples, 6 products, including bruschettinne and crostini",AM,,"DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011",,1,,,5.7,0.956,3,1.84,10.5,13.6,68.9,423,1784,65.6,,3.3,Tr,Tr,Tr,Tr,3.3,Tr,0,2.9,4.2,24.8,3.22,13.51,1.76,0.73,0.09,60.1,7.8,60.22,7.81,14.3,1.86,14.3,1.86,24.7,3.2,0.1,0.01,0.1,0.02,0,865,221,39,26,114,1.40,0.18,0.7,1210,0.59,6,Tr,0,Tr,Tr,0.0,2.93,,0.09,0.02,1.5,2.1,3.6,0.10,Tr,21,0.60,2.0,0,,,,,,,,,,,,,,,,,,,Tr,0.01,0.01,0.01,,0.02,0.02,Tr,Tr,0.07,0.07,0.01,0.01,2.57,2.57,0.01,0.01,0.42,0.41,,0.05,0.05,0.02,0.02,0.01,0.01,Tr,Tr,Tr,Tr,Tr,Tr,Tr,Tr,Tr,0.10,0.10,Tr,Tr,7.69,7.67,7.42,0.26,0.04,0.04,Tr,Tr,Tr,Tr,Tr,Tr,0.02,,,,,,,1.76,1.76,0.09,0.09,Tr,Tr,Tr,,Tr,Tr,Tr,Tr,Tr,Tr,Tr,Tr,,,,Tr,Tr,,Tr,Tr,Tr,Tr,Tr,Tr,,Tr,,,,,,,,,,,
